profile_id,profile_picture,friend_count,post_count,account_age_days,likes_per_post,comments_per_post,shared_links,about_section,suspicious_activity
P08189,1,683,142,909,33.31,2.44,21,0,0
P08190,0,1132,114,1413,41.03,1.58,10,0,0
P08191,1,4122,475,2217,34.4,9.31,86,1,0
P08192,0,3204,883,912,48.81,19.58,54,1,0
P08193,0,3123,997,118,22.81,4.94,9,0,0
P08194,0,3836,132,3113,2.51,8.22,41,0,0
P08195,0,4876,167,3060,19.7,12.83,87,1,0
P08196,0,1614,913,2057,41.99,7.02,79,0,0
P08197,1,1041,244,2477,6.65,0.07,75,0,0
P08198,0,2865,276,1491,36.8,7.92,54,1,0
P08199,1,854,974,2096,26.78,16.09,49,0,0
P08200,0,2026,258,2254,45.03,18.88,31,1,0
P08201,0,1987,45,513,36.56,5.5,87,0,0
P08202,1,2550,345,2007,33.03,18.43,67,0,0
P08203,1,239,846,1233,44.34,17.34,96,0,0
P08204,0,489,894,1162,45.41,8.13,17,0,0
P08205,1,3851,236,36,19.25,0.09,80,1,0
P08206,0,1036,52,2265,46.39,16.9,84,1,0
P08207,0,1338,147,1479,2.73,5.74,64,1,0
P08208,0,4780,698,1535,38.13,15.12,24,0,0
P08209,0,3269,532,3349,16.83,11.43,30,0,0
P08210,0,2554,89,2227,24.37,4.43,83,0,0
P08211,0,3500,232,1540,41.79,12.96,89,0,0
P08212,1,3862,726,129,31.85,15.3,18,1,0
P08213,0,1767,880,2658,22.87,9.49,93,0,0
P08214,1,4708,50,1771,8.2,14.96,88,1,0
P08215,0,161,664,2706,46.96,8.1,99,1,0
P08216,1,655,835,358,16.62,19.61,17,0,0
P08217,1,3006,627,2674,5.06,4.8,67,1,0
P08218,0,4716,393,3075,28.21,15.56,90,1,0
P08219,0,3506,213,1622,20.31,14.99,32,0,0
P08220,1,1256,450,1581,29.53,10.59,69,0,0
P08221,1,2158,338,3154,11.68,7.01,6,0,0
P08222,0,1951,350,1177,18.94,8.92,0,0,0
P08223,0,749,648,505,48.63,12.59,98,0,0
P08224,1,708,284,1532,46.83,10.61,86,1,0
P08225,0,1621,932,817,43.22,15.23,79,0,0
P08226,1,4136,877,793,38.96,7.21,58,0,0
P08227,0,4655,582,838,7.83,2.14,33,0,0
P08228,0,465,244,622,23.35,10.11,97,0,0
P08229,1,3995,549,2676,36.4,5.18,94,1,0
P08230,1,1100,727,96,13.09,12.33,94,1,0
P08231,0,1713,638,1963,1.65,10.41,51,0,0
P08232,1,4585,583,1305,20.9,15.57,10,1,0
P08233,1,116,225,1724,21.26,11.5,7,0,0
P08234,1,2481,826,2866,3.26,8.62,87,0,0
P08235,0,195,440,598,16.03,2.4,86,1,0
P08236,1,4714,473,2981,45.87,2.4,95,0,0
P08237,1,1474,443,3609,12.51,12.81,52,1,0
P08238,1,2472,795,428,28.46,17.62,14,1,0
P08239,1,4129,411,1566,24.39,8.3,27,0,0
P08240,0,3054,813,3197,43.11,10.62,83,0,0
P08241,1,1274,245,1324,32.68,11.82,13,1,0
P08242,1,3709,582,2590,7.92,9.55,89,0,0
P08243,0,338,706,2414,7.14,1.19,57,0,0
P08244,1,3511,499,1852,27.87,11.78,56,0,0
P08245,0,4275,981,1767,2.32,2.74,51,0,0
P08246,1,4717,950,1068,19.68,11.12,36,0,0
P08247,0,3299,549,1516,19.95,15.51,1,0,0
P08248,1,1656,116,1339,9.82,0.11,33,1,0
P08249,1,642,749,3260,15.05,8.61,33,1,0
P08250,1,1680,363,2099,16.5,14.91,57,1,0
P08251,1,1350,913,563,0.59,10.57,97,0,0
P08252,1,618,203,3403,40.29,4.71,72,0,0
P08253,0,1169,350,2546,47.87,13.95,60,1,0
P08254,1,251,318,976,14.46,15.67,53,0,0
P08255,1,301,358,1341,5.6,7.25,66,0,0
P08256,1,3141,516,1433,47.68,5.95,29,0,0
P08257,0,1566,939,2370,37.03,10.9,82,0,0
P08258,1,3164,488,1614,44.56,7.31,94,1,0
P08259,1,3957,668,1584,18.04,16.72,79,0,0
P08260,1,2210,106,1253,24.2,15.58,58,1,0
P08261,0,3152,739,1367,46.51,6.24,57,0,0
P08262,0,3659,653,1394,22.98,9.14,23,0,0
P08263,1,611,825,555,33.6,17.79,14,1,0
P08264,0,1943,171,3363,35.24,2.95,21,0,0
P08265,1,73,657,3508,41.86,15.08,31,0,0
P08266,0,2873,518,1270,48.76,6.34,74,0,0
P08267,1,4637,854,218,16.74,2.39,92,0,0
P08268,0,156,864,533,12.37,2.34,41,1,0
P08269,1,3558,957,2689,3.89,5.53,58,0,0
P08270,1,255,812,2566,42.83,10.96,87,1,0
P08271,0,3110,527,1495,14.63,18.16,82,1,0
P08272,0,1051,319,1373,2.48,6.06,54,1,0
P08273,0,2417,36,43,43.26,3.98,4,0,0
P08274,1,2256,498,64,25.5,9.57,40,1,0
P08275,1,2634,664,245,41.92,3.13,56,1,0
P08276,1,2896,264,986,27.72,5.43,52,0,0
P08277,1,1891,694,1608,15.69,19.73,37,0,0
P08278,1,3683,667,3142,6.49,11.16,0,1,0
P08279,0,4411,648,1724,21.86,15.68,59,0,0
P08280,0,3464,907,2205,1.33,4.24,93,0,0
P08281,0,2491,401,2985,30.12,10.4,75,1,0
P08282,1,3739,986,1498,21.38,10.21,45,0,0
P08283,1,1775,601,1048,7.08,16.25,3,0,0
P08284,0,3936,951,2872,26.51,0.43,14,1,0
P08285,1,1970,217,3294,40.05,17.21,80,0,0
P08286,1,3719,329,159,48.74,1.59,11,0,0
P08287,1,3953,185,2865,26.37,18.33,0,0,0
P08288,0,2492,380,1004,6.48,2.86,76,1,0
P08289,0,4665,208,2122,40.54,10.64,29,0,0
P08290,1,648,562,2185,34.79,1.99,73,0,0
P08291,1,1640,287,1941,47.7,8.94,99,0,0
P08292,1,4434,87,478,26.76,5.99,5,0,0
P08293,0,528,943,2600,17.86,8.4,72,0,0
P08294,0,2101,135,1326,48.14,10.9,49,0,0
P08295,1,418,157,386,26.92,9.19,1,1,0
P08296,1,2352,793,471,0.8,0.46,5,0,0
P08297,1,3509,919,3405,23.68,17.27,74,0,0
P08298,1,84,154,308,0.12,1.9,89,0,0
P08299,0,2299,462,3599,36.89,19.61,91,0,0
P08300,1,1751,219,2934,28.3,17.03,76,0,0
P08301,1,4221,458,700,5.49,11.23,37,0,0
P08302,0,2657,166,3611,40.65,4.9,75,0,0
P08303,1,3975,321,3234,26.82,1.72,82,0,0
P08304,0,2351,690,3047,5.7,13.44,17,1,0
P08305,0,3099,840,1921,8.0,4.03,18,1,0
P08306,0,1289,561,1852,41.11,14.66,27,1,0
P08307,0,3123,812,2999,17.77,16.65,11,0,0
P08308,0,2702,511,2017,41.05,19.78,95,0,0
P08309,1,643,86,1078,3.48,10.08,51,0,0
P08310,1,2905,544,785,12.19,19.49,76,0,0
P08311,1,4067,274,1478,38.23,2.99,86,0,0
P08312,0,4063,140,2352,32.09,16.72,99,0,0
P08313,0,4669,717,101,15.34,7.2,57,0,0
P08314,1,2922,735,3625,46.8,7.3,93,0,0
P08315,0,2021,624,774,10.55,5.37,21,0,0
P08316,0,3624,789,3459,42.49,3.47,44,0,0
P08317,1,2870,915,1231,34.79,8.84,61,0,0
P08318,1,3118,352,1338,6.06,19.75,41,1,0
P08319,1,136,4,3120,27.76,6.6,66,1,0
P08320,1,4225,381,571,46.5,9.22,8,0,0
P08321,0,1218,723,3589,30.94,4.57,63,1,0
P08322,1,1017,767,147,26.44,6.74,14,0,0
P08323,0,3700,333,1822,18.32,1.1,29,0,0
P08324,1,4527,474,3282,39.44,19.12,25,0,0
P08325,0,3140,985,3443,45.65,10.2,93,0,0
P08326,1,3529,927,596,37.67,14.66,68,0,0
P08327,0,2587,29,977,36.26,10.27,94,0,0
P08328,1,2382,346,1070,9.62,15.4,21,0,0
P08329,1,2605,921,2546,41.7,10.68,53,0,0
P08330,1,3087,593,154,2.03,14.03,57,0,0
P08331,1,3527,492,229,37.87,13.7,78,0,0
P08332,1,2557,982,3371,10.54,10.67,52,0,0
P08333,1,208,747,157,24.36,4.61,98,0,0
P08334,1,3810,494,922,34.76,4.24,18,0,0
P08335,1,4153,855,3318,37.95,17.49,33,0,0
P08336,1,2007,387,2615,44.4,2.41,81,0,0
P08337,1,2863,872,1174,14.13,11.18,13,1,0
P08338,1,3376,834,2346,11.22,10.05,21,1,0
P08339,1,1368,252,3125,49.81,15.97,87,0,0
P08340,1,3800,629,1246,10.38,2.71,12,0,0
P08341,1,1037,938,765,33.27,13.75,63,0,0
P08342,1,4472,29,2612,47.64,12.12,55,0,0
P08343,0,2290,622,466,44.83,14.02,71,0,0
P08344,1,992,911,485,22.16,12.42,41,0,0
P08345,1,2938,765,1575,31.88,11.25,65,1,0
P08346,1,4510,710,443,26.45,18.53,62,1,0
P08347,1,393,806,1877,17.33,6.97,41,0,0
P08348,0,3686,341,904,7.22,3.69,90,1,0
P08349,1,4824,808,2910,40.17,15.91,33,1,0
P08350,1,357,286,3209,4.52,2.59,28,0,0
P08351,1,4004,944,1801,30.48,13.59,25,0,0
P08352,0,1181,396,925,29.72,10.99,22,0,0
P08353,1,2065,508,1977,16.74,0.03,35,1,0
P08354,1,3902,936,291,6.77,4.8,8,0,0
P08355,0,3418,243,1233,39.98,9.92,84,0,0
P08356,0,3129,220,1834,23.1,6.59,41,1,0
P08357,0,154,155,751,36.26,8.54,99,0,0
P08358,1,3558,382,1234,0.82,12.03,66,1,0
P08359,0,1554,747,2922,3.73,14.62,6,0,0
P08360,0,486,319,662,8.79,3.02,22,1,0
P08361,1,1382,372,3459,5.69,5.66,31,1,0
P08362,0,2415,530,1419,9.59,12.73,22,1,0
P08363,0,1070,214,3195,34.32,11.77,15,1,0
P08364,1,2254,366,1584,2.35,14.74,68,0,0
P08365,1,1506,113,919,1.89,12.81,12,0,0
P08366,1,1875,199,908,1.58,6.6,9,0,0
P08367,1,2190,24,123,34.88,9.98,58,0,0
P08368,1,1070,933,67,26.81,17.69,1,0,0
P08369,1,190,120,474,18.51,3.72,79,0,0
P08370,0,139,741,357,33.78,7.53,51,0,0
P08371,0,4710,610,1766,27.68,16.83,0,0,0
P08372,1,4010,857,1479,0.37,7.28,69,0,0
P08373,0,3411,2,1369,41.93,8.24,53,0,0
P08374,1,2972,897,1953,17.51,6.38,18,0,0
P08375,1,1514,772,2568,19.98,17.99,96,1,0
P08376,0,3120,444,1906,39.11,13.27,27,0,0
P08377,0,3970,253,832,9.35,4.18,4,0,0
P08378,0,4719,19,2671,0.5,14.99,75,1,0
P08379,1,3524,203,3569,45.44,0.77,29,1,0
P08380,1,1345,805,3399,25.27,7.93,80,0,0
P08381,1,4182,975,1353,17.48,18.2,18,1,0
P08382,0,1917,356,3637,40.95,13.8,41,1,0
P08383,1,4377,127,2474,1.31,15.86,24,0,0
P08384,1,3910,357,1008,10.11,18.63,34,0,0
P08385,0,452,291,442,7.76,15.49,8,0,0
P08386,1,4142,173,600,36.89,1.77,95,1,0
P08387,1,1611,732,3166,15.6,4.61,38,0,0
P08388,0,3167,354,2809,38.65,10.0,55,0,0
P08389,1,2078,880,3002,2.07,0.28,37,1,0
P08390,0,2581,36,1474,30.41,12.49,14,0,0
P08391,1,2064,309,3388,15.91,13.14,45,0,0
P08392,0,1258,660,486,9.35,13.93,36,1,0
P08393,1,4487,916,2786,40.84,11.11,89,0,0
P08394,1,353,603,2695,20.61,9.05,59,0,0
P08395,1,4400,581,2943,28.58,17.11,61,0,0
P08396,1,3636,83,3648,1.65,15.35,30,1,0
P08397,1,1563,509,2052,39.58,12.25,29,1,0
P08398,1,711,443,631,14.34,0.92,65,0,0
P08399,1,3502,419,3442,34.67,13.88,6,0,0
P08400,1,2732,204,1754,38.02,11.16,29,0,0
P08401,1,4881,487,2924,5.86,13.87,32,0,0
P08402,1,856,778,3033,14.8,6.23,37,0,0
P08403,1,4272,87,1578,36.17,15.54,83,0,0
P08404,1,1429,251,1211,11.61,8.36,18,0,0
P08405,1,2492,722,25,42.41,17.89,8,1,0
P08406,0,3198,854,2209,15.6,2.08,85,0,0
P08407,0,3420,30,2792,20.12,9.69,31,0,0
P08408,0,2068,868,3201,4.99,4.11,29,0,0
P08409,1,4806,420,2580,7.38,9.07,5,0,0
P08410,0,3491,827,2930,13.77,7.08,60,0,0
P08411,1,151,60,2457,2.45,16.07,80,0,0
P08412,1,3231,578,1663,9.65,3.34,36,0,0
P08413,0,2906,225,1096,20.45,11.97,78,0,0
P08414,1,3551,924,1256,19.0,8.13,70,0,0
P08415,0,1466,962,2902,9.93,10.36,77,0,0
P08416,0,4191,334,1129,4.02,14.29,19,1,0
P08417,1,3423,838,900,15.91,7.14,29,0,0
P08418,1,4057,578,8,37.27,7.34,17,0,0
P08419,1,2925,639,49,25.5,1.54,62,1,0
P08420,0,3665,110,1545,47.34,11.04,60,1,0
P08421,1,4735,490,441,6.99,8.34,56,0,0
P08422,0,3430,271,1801,10.37,16.25,21,0,0
P08423,0,1156,812,1613,14.01,8.79,88,0,0
P08424,0,4207,33,2083,0.65,19.42,87,0,0
P08425,0,3408,211,3273,47.17,3.44,94,0,0
P08426,0,1161,299,2165,22.27,5.34,48,0,0
P08427,0,1259,372,701,24.08,7.84,17,0,0
P08428,1,4090,124,753,7.89,3.41,97,1,0
P08429,0,2841,102,1828,43.63,19.45,60,1,0
P08430,0,3202,992,3240,34.63,12.82,81,0,0
P08431,0,2981,717,1535,21.57,0.22,77,0,0
P08432,1,3554,119,229,43.9,11.57,67,0,0
P08433,0,3472,681,559,45.27,15.62,6,0,0
P08434,1,1224,546,1173,2.47,1.03,6,0,0
P08435,1,4387,893,1878,5.97,11.56,64,0,0
P08436,0,2389,330,2255,1.38,7.49,39,1,0
P08437,1,1014,757,1084,29.09,11.63,23,0,0
P08438,0,4680,851,1140,10.9,5.05,31,0,0
P08439,1,2026,925,238,42.25,13.32,9,0,0
P08440,1,3713,308,2914,23.3,13.43,8,1,0
P08441,0,1492,569,2095,41.89,10.79,38,0,0
P08442,0,4122,411,1471,27.78,18.48,2,0,0
P08443,1,1700,398,2804,39.81,18.19,98,0,0
P08444,1,454,933,1491,18.59,0.95,68,0,0
P08445,0,917,305,1316,47.27,5.8,6,0,0
P08446,1,13,652,2045,33.36,7.29,11,0,0
P08447,1,4374,622,3496,29.77,1.11,22,0,0
P08448,1,489,162,516,17.62,10.47,88,0,0
P08449,0,984,622,204,46.86,0.49,62,0,0
P08450,1,960,663,3251,16.89,13.56,16,1,0
P08451,1,1782,887,3600,41.79,0.05,77,0,0
P08452,0,1869,64,2137,20.22,0.64,98,0,0
P08453,1,3304,617,2547,38.36,16.68,63,1,0
P08454,1,2644,215,1131,45.59,5.05,64,1,0
P08455,1,4345,602,1213,23.28,1.62,85,0,0
P08456,0,4835,913,3251,26.31,7.99,27,0,0
P08457,1,3668,953,1784,16.52,1.02,57,0,0
P08458,0,4401,25,3091,2.73,15.01,86,1,0
P08459,1,1825,668,1382,32.62,9.88,17,1,0
P08460,0,3307,583,1757,5.98,11.04,43,0,0
P08461,1,3362,43,1679,17.7,15.06,63,0,0
P08462,1,3110,89,6,17.47,15.69,36,0,0
P08463,0,2765,132,1885,7.55,2.73,2,0,0
P08464,1,4278,160,2369,33.34,5.61,13,0,0
P08465,1,3770,743,2315,8.73,3.51,6,0,0
P08466,0,2692,379,3498,38.92,1.08,16,0,0
P08467,1,29,260,295,12.46,10.75,69,0,0
P08468,1,766,382,3584,14.36,5.0,82,1,0
P08469,0,614,368,2617,17.19,3.08,78,0,0
P08470,0,1004,110,1410,7.64,10.2,38,0,0
P08471,0,2121,675,263,21.71,12.68,4,1,0
P08472,0,3126,76,2137,4.02,15.44,78,0,0
P08473,1,3009,208,3559,21.36,0.35,51,0,0
P08474,0,3819,12,852,17.0,10.53,25,0,0
P08475,1,23,920,3332,16.91,5.34,38,0,0
P08476,1,4059,569,2535,33.03,19.83,44,0,0
P08477,0,3093,897,1364,38.45,3.14,76,0,0
P08478,1,2910,855,1352,17.8,8.76,30,1,0
P08479,1,1970,547,400,13.1,19.4,76,0,0
P08480,1,1538,24,356,24.72,4.26,22,1,0
P08481,0,3141,545,2802,39.39,16.14,39,0,0
P08482,0,4767,139,2546,32.23,4.86,31,0,0
P08483,1,3969,274,833,1.9,1.51,3,1,0
P08484,1,2924,369,434,24.0,0.86,80,0,0
P08485,1,570,873,118,49.55,18.97,83,0,0
P08486,1,4859,221,3118,17.66,4.26,45,0,0
P08487,0,1242,36,3239,22.04,5.84,74,1,0
P08488,1,712,874,1022,14.37,19.34,41,1,0
P08489,0,4862,128,2395,24.88,13.15,96,0,0
P08490,0,1293,315,3575,8.05,9.76,38,0,0
P08491,1,2866,322,2586,12.35,8.71,69,0,0
P08492,0,1674,432,3367,35.59,0.97,55,0,0
P08493,1,3663,217,1536,6.91,16.78,46,1,0
P08494,1,1359,846,3245,46.31,15.24,37,1,0
P08495,0,635,941,1418,15.4,1.81,17,0,0
P08496,1,1209,247,1702,28.75,7.07,1,1,0
P08497,1,2612,110,529,16.09,17.71,53,0,0
P08498,1,1297,815,302,23.9,4.73,80,0,0
P08499,0,357,731,2249,45.19,12.22,87,0,0
P08500,0,240,707,3604,3.43,9.76,29,1,0
P08501,1,2604,146,155,42.82,16.37,87,1,0
P08502,0,4064,343,13,27.88,0.72,3,0,0
P08503,0,1826,508,3091,33.25,16.32,6,1,0
P08504,1,3558,504,2803,2.79,2.71,78,0,0
P08505,0,3860,551,888,38.07,0.3,56,0,0
P08506,1,4251,133,3528,6.39,11.91,29,0,0
P08507,0,4447,463,1196,48.24,5.17,92,0,0
P08508,1,4139,863,444,39.96,14.19,43,0,0
P08509,1,137,989,2169,24.64,9.4,76,0,0
P08510,0,3734,190,3568,46.21,12.11,28,1,0
P08511,0,1967,162,2231,8.45,13.79,89,1,0
P08512,1,4849,455,1843,49.58,18.54,35,1,0
P08513,1,142,60,2718,35.84,16.46,98,1,0
P08514,1,3633,4,48,4.92,9.9,47,1,0
P08515,0,2559,36,180,26.83,8.76,18,1,0
P08516,0,4157,459,1417,35.54,13.09,62,0,0
P08517,1,2019,216,3464,30.65,14.67,1,1,0
P08518,1,2849,736,3419,21.2,3.45,13,1,0
P08519,1,1192,998,3547,12.41,0.65,79,1,0
P08520,1,2313,727,2188,11.91,9.09,99,0,0
P08521,1,2355,138,529,46.35,1.99,94,0,0
P08522,1,2506,617,1675,11.74,5.45,34,1,0
P08523,0,333,98,583,48.12,11.69,85,0,0
P08524,1,2562,679,2518,10.51,3.03,20,0,0
P08525,1,2720,960,1777,19.21,0.57,91,0,0
P08526,0,2438,263,1286,0.62,11.09,16,1,0
P08527,1,1795,598,2190,45.16,9.32,81,0,0
P08528,1,253,595,706,5.22,6.13,31,0,0
P08529,1,3657,223,3217,17.87,9.38,22,0,0
P08530,1,1423,10,293,42.13,13.67,5,0,0
P08531,1,3237,326,1561,39.59,2.18,28,0,0
P08532,0,3331,697,1532,42.08,5.11,62,0,0
P08533,1,1027,349,421,45.71,15.9,69,0,0
P08534,1,2166,378,1594,45.55,13.4,96,1,0
P08535,1,3994,943,2611,38.52,5.33,95,0,0
P08536,0,469,230,2464,29.12,7.96,80,1,0
P08537,0,1093,140,660,28.08,2.39,3,1,0
P08538,1,4789,617,2960,0.65,5.06,57,0,0
P08539,1,2912,764,3178,36.13,16.82,30,0,0
P08540,1,180,955,3389,11.33,8.81,21,0,0
P08541,1,4067,48,2106,41.43,12.81,26,0,0
P08542,1,3076,450,3063,27.69,3.19,84,0,0
P08543,1,1220,774,2305,49.36,3.67,83,0,0
P08544,1,4142,490,2840,10.51,18.82,97,0,0
P08545,0,3623,204,3496,36.17,16.83,86,0,0
P08546,1,4729,868,2578,27.38,15.81,15,0,0
P08547,1,1563,408,2213,46.59,6.59,5,0,0
P08548,0,4684,406,3096,13.3,11.26,79,0,0
P08549,0,3632,50,1958,2.97,9.85,6,1,0
P08550,0,2357,174,2051,27.19,19.12,13,0,0
P08551,1,1562,736,2050,26.08,4.79,2,0,0
P08552,0,4935,260,2465,15.59,18.94,96,0,0
P08553,1,1413,479,2409,49.33,14.14,48,1,0
P08554,1,2506,733,2953,3.49,8.27,35,0,0
P08555,1,4828,222,368,28.48,5.33,28,0,0
P08556,1,1017,268,538,13.01,15.15,3,0,0
P08557,0,3654,809,2927,0.1,16.46,39,0,0
P08558,1,757,892,2393,49.39,7.15,40,1,0
P08559,1,3779,900,730,24.08,3.44,21,1,0
P08560,1,620,918,896,42.86,9.84,78,0,0
P08561,0,1888,317,1067,42.0,9.37,3,0,0
P08562,1,3584,384,2771,40.61,14.51,81,0,0
P08563,1,181,585,563,22.95,19.46,22,1,0
P08564,1,2728,625,3224,44.8,10.63,3,0,0
P08565,1,2295,218,2249,18.36,14.63,67,1,0
P08566,1,2667,53,2368,20.42,7.01,17,0,0
P08567,1,1799,199,463,12.79,11.99,0,0,0
P08568,1,1499,883,1034,22.4,2.31,31,0,0
P08569,1,984,642,3298,49.33,16.3,20,0,0
P08570,0,3553,338,2680,28.66,6.89,37,0,0
P08571,0,2364,703,2380,41.55,1.6,25,0,0
P08572,0,3305,690,3540,13.17,19.81,40,0,0
P08573,0,2215,897,14,47.8,18.04,48,0,0
P08574,0,2790,304,3128,0.66,3.95,84,0,0
P08575,1,125,798,1353,46.51,7.26,92,1,0
P08576,0,2620,751,3135,44.9,18.73,40,0,0
P08577,1,4215,244,2277,3.37,15.93,95,0,0
P08578,0,1451,841,10,30.24,18.13,58,0,0
P08579,0,1008,628,1656,39.26,11.25,3,1,0
P08580,0,1213,207,1247,20.19,4.86,12,0,0
P08581,0,3704,996,1760,4.59,4.54,60,0,0
P08582,1,3130,723,1660,41.47,10.51,50,0,0
P08583,1,696,510,1763,23.32,18.48,34,0,0
P08584,0,2270,258,541,13.16,12.63,90,0,0
P08585,1,1515,379,1529,3.54,0.69,64,0,0
P08586,1,1034,162,2569,32.01,11.21,48,0,0
P08587,1,2840,737,3125,2.12,12.17,48,0,0
P08588,1,1535,340,1742,39.55,11.63,13,1,0
P08589,1,813,931,2814,38.54,13.82,36,0,0
P08590,1,309,575,1180,16.15,5.87,29,0,0
P08591,1,1011,927,2688,23.61,2.88,13,0,0
P08592,0,1018,757,2617,33.46,15.0,74,0,0
P08593,1,3411,529,2452,47.96,3.93,94,1,0
P08594,1,3718,33,1422,26.01,2.28,91,0,0
P08595,1,4920,823,2754,49.83,7.19,26,0,0
P08596,1,3810,997,928,16.26,16.66,61,1,0
P08597,1,2044,322,1426,26.32,1.64,2,0,0
P08598,0,1116,180,1112,5.78,3.91,69,0,0
P08599,1,4723,962,1889,27.82,9.51,38,0,0
P08600,1,1156,346,2640,26.82,5.75,18,0,0
P08601,1,988,705,2233,42.44,14.43,97,1,0
P08602,1,2466,191,894,49.83,13.5,91,0,0
P08603,1,1828,578,2126,49.31,16.85,75,0,0
P08604,0,2077,720,2192,11.82,4.08,38,0,0
P08605,1,2345,877,2061,16.92,12.98,9,0,0
P08606,1,1084,678,1654,13.73,15.49,46,1,0
P08607,1,2505,245,1,9.98,1.25,88,0,0
P08608,0,4044,244,2563,7.51,0.74,22,1,0
P08609,1,2351,677,2803,25.59,11.19,58,0,0
P08610,1,3005,807,2113,43.62,11.76,89,1,0
P08611,1,4435,914,2293,29.49,7.86,82,0,0
P08612,1,2495,722,1625,43.63,0.72,19,0,0
P08613,1,76,132,3501,47.97,8.04,44,0,0
P08614,0,2562,196,1713,19.16,12.84,43,1,0
P08615,0,1572,909,571,41.78,14.04,17,1,0
P08616,1,4187,346,3303,2.62,9.86,47,0,0
P08617,1,4561,48,435,24.05,10.5,74,0,0
P08618,0,3670,63,2400,18.41,13.45,88,1,0
P08619,0,3111,623,1711,10.24,8.99,0,0,0
P08620,0,2737,867,2726,21.92,5.27,31,0,0
P08621,1,1352,696,382,22.19,4.46,96,0,0
P08622,0,946,103,1733,40.43,15.06,63,1,0
P08623,1,4649,930,1083,43.45,9.75,6,0,0
P08624,1,3868,212,1949,32.85,12.48,94,0,0
P08625,0,3137,516,2517,31.67,9.42,89,0,0
P08626,1,3486,118,1434,5.51,16.38,70,0,0
P08627,0,4187,855,1106,28.76,9.94,99,0,0
P08628,1,1002,760,73,13.72,19.76,45,0,0
P08629,0,4463,678,1334,14.74,4.85,23,0,0
P08630,1,819,894,3525,4.74,2.77,68,1,0
P08631,1,422,241,2073,31.79,7.47,85,1,0
P08632,0,571,279,3497,29.19,18.37,35,0,0
P08633,0,2909,423,1400,11.01,17.05,66,0,0
P08634,1,4530,362,3314,13.15,4.95,49,0,0
P08635,0,1423,749,834,38.65,11.99,58,0,0
P08636,1,1633,305,2675,39.65,11.78,57,1,0
P08637,1,1753,716,3394,24.65,5.87,45,1,0
P08638,1,467,485,1203,7.45,4.71,69,1,0
P08639,1,4887,313,773,2.78,7.8,88,0,0
P08640,1,2922,512,3056,13.57,15.77,22,1,0
P08641,1,2303,682,2313,36.56,3.83,11,0,0
P08642,1,1706,166,2597,30.04,8.91,27,1,0
P08643,0,72,393,1403,35.91,9.63,57,1,0
P08644,0,146,769,76,23.59,18.78,60,0,0
P08645,1,316,62,3595,37.74,6.07,95,1,0
P08646,1,605,271,1072,24.04,0.39,54,0,0
P08647,1,574,36,3061,4.2,13.87,88,1,0
P08648,0,1177,15,3325,3.99,15.12,33,0,0
P08649,1,3326,765,1403,41.58,14.06,93,0,0
P08650,0,3422,342,3320,31.48,14.01,17,1,0
P08651,0,2594,345,3143,13.96,9.66,34,1,0
P08652,1,2882,847,2494,37.86,0.37,47,0,0
P08653,0,311,538,2553,6.79,14.6,36,0,0
P08654,1,2855,958,1732,32.26,18.73,40,0,0
P08655,0,764,622,3324,49.47,3.15,5,1,0
P08656,1,2995,232,3043,7.5,1.36,82,0,0
P08657,1,3200,989,869,7.1,5.3,85,1,0
P08658,0,435,575,2346,23.39,17.0,95,1,0
P08659,0,3351,608,2781,32.13,2.12,90,1,0
P08660,1,4453,415,1083,1.33,14.3,79,1,0
P08661,1,2977,904,1380,24.98,1.26,89,0,0
P08662,1,2930,266,2204,4.16,0.66,38,0,0
P08663,0,2299,996,2389,12.07,17.83,3,1,0
P08664,1,134,325,973,35.62,15.41,15,1,0
P08665,1,3914,925,2941,36.94,11.97,51,1,0
P08666,1,4618,743,1225,36.49,3.44,18,0,0
P08667,1,803,910,1802,3.26,5.58,91,0,0
P08668,0,2707,442,3106,39.34,0.97,16,0,0
P08669,0,2366,559,1790,21.61,12.91,44,0,0
P08670,1,4175,861,1558,23.77,13.72,1,0,0
P08671,1,3262,721,3527,20.98,6.54,1,0,0
P08672,0,1476,75,2964,42.85,6.77,87,0,0
P08673,1,3415,246,1188,34.0,12.58,54,1,0
P08674,0,2461,827,1051,25.0,18.91,90,0,0
P08675,0,3942,579,3443,41.71,7.89,3,0,0
P08676,0,2040,312,313,40.27,9.87,99,0,0
P08677,0,4463,575,1588,0.25,13.97,83,1,0
P08678,1,1006,693,1307,23.94,6.85,11,1,0
P08679,1,992,591,1321,2.11,17.38,53,0,0
P08680,0,4691,342,2522,15.36,16.92,91,0,0
P08681,0,1896,714,2023,40.19,13.49,59,0,0
P08682,1,3065,181,2644,47.2,10.74,28,0,0
P08683,0,2748,954,1372,12.1,19.67,60,0,0
P08684,1,2661,983,635,1.07,14.05,45,1,0
P08685,0,2978,725,2492,20.12,12.86,96,0,0
P08686,1,1823,934,1230,16.76,17.54,48,1,0
P08687,0,3407,631,416,33.85,11.1,17,1,0
P08688,0,4506,398,438,24.75,4.86,75,0,0
P08689,0,4482,240,164,19.94,2.76,73,0,0
P08690,0,1748,846,1582,11.48,9.42,23,0,0
P08691,1,2661,713,2467,41.42,10.31,16,1,0
P08692,1,18,923,3442,12.42,16.55,95,1,0
P08693,0,3358,291,3337,2.74,2.79,55,0,0
